anno_acc,id_ateneo,id_laurea,zona,regione,ateneo,tipologia,durata,laurea,codice_classe,nome_classe,isc_1anno,isc_totali,url_corso
2022/2023,03801,1579594,NORD-EST,EMILIA ROMAGNA,Ferrara,magistrale,2,metodologie e innovazione didattica per le biogeoscienze e per la chimica,NA,scienze della natura,NA,NA,https://corsi.unife.it/lm-didattica-biogeoscienze-chimica%20
2022/2023,03801,1577347,NORD-EST,EMILIA ROMAGNA,Ferrara,magistrale,2,"scienze geologiche, georisorse e territorio",NA,scienze e tecnologie geologiche,17,61,http://www.unife.it/scienze/lm.geologia
2022/2023,03801,1577348,NORD-EST,EMILIA ROMAGNA,Ferrara,magistrale,2,economia e management per la creazione di valore,NA,scienze economico-aziendali,NA,NA,http://www.unife.it/economia/lm.economia
2022/2023,03801,1577349,NORD-EST,EMILIA ROMAGNA,Ferrara,magistrale,2,"formazione, comunicazione e cittadinanza digitale",NA,teorie e metodologie dell'e-learning e della media education,NA,NA,https://corsi.unife.it/lm-formazione-comunicazione-digitale
2022/2023,04801,1581187,CENTRO,TOSCANA,Firenze,triennale,3,"storia e tutela dei beni archeologici, artistici, archivistici e librari",NA,beni culturali,244,908,http://www.beniculturali.unifi.it
2022/2023,04801,1581190,CENTRO,TOSCANA,Firenze,triennale,3,"discipline delle arti, della musica e dello spettacolo",NA,"discipline delle arti figurative, della musica, dello spettacolo e della moda",127,374,http://www.dams.unifi.it
2022/2023,04801,1581189,CENTRO,TOSCANA,Firenze,triennale,3,progettazione e gestione di eventi e imprese dell'arte e dello spettacolo,NA,"discipline delle arti figurative, della musica, dello spettacolo e della moda",136,437,http://www.progeas.unifi.it
2022/2023,04801,1580629,CENTRO,TOSCANA,Firenze,triennale,3,design tessile e moda,NA,disegno industriale,NA,NA,https://www.designtessilemoda.unifi.it/
2022/2023,04801,1578724,CENTRO,TOSCANA,Firenze,triennale,3,filosofia,NA,filosofia,121,368,http://www.ltfilosofia.unifi.it
2022/2023,04801,1581191,CENTRO,TOSCANA,Firenze,triennale,3,"ingegneria civile, edile e ambientale",NA,ingegneria civile e ambientale,114,554,http://www.ing-cea.unifi.it
2022/2023,04801,1581193,CENTRO,TOSCANA,Firenze,triennale,3,ingegneria biomedica,NA,ingegneria dell'informazione,NA,NA,https://www.ing-bil.unifi.it/
2022/2023,04801,1581192,CENTRO,TOSCANA,Firenze,triennale,3,ingegneria elettronica,NA,ingegneria dell'informazione,NA,NA,http://www.ing-etl.unifi.it
2022/2023,04801,1581194,CENTRO,TOSCANA,Firenze,triennale,3,ingegneria informatica,NA,ingegneria dell'informazione,223,681,http://www.ing-inl.unifi.it
2022/2023,04801,1581195,CENTRO,TOSCANA,Firenze,triennale,3,ingegneria gestionale,NA,ingegneria industriale,229,545,https://www.ing-gel.unifi.it/
2022/2023,04801,1581196,CENTRO,TOSCANA,Firenze,triennale,3,ingegneria meccanica,NA,ingegneria industriale,353,1338,http://www.ing-mel.unifi.it
2022/2023,04801,1581197,CENTRO,TOSCANA,Firenze,triennale,3,lettere,NA,lettere,216,622,http://www.cdslettere.unifi.it
2022/2023,04801,1581198,CENTRO,TOSCANA,Firenze,triennale,3,"lingue, letterature e studi interculturali",NA,lingue e culture moderne,512,1737,http://www.cl-llsi.unifi.it
2022/2023,04801,1581200,CENTRO,TOSCANA,Firenze,triennale,3,scienze dei servizi giuridici,NA,scienze dei servizi giuridici,103,466,http://www.scienzedeiservizigiuridici.unifi.it
2022/2023,04801,1581199,CENTRO,TOSCANA,Firenze,triennale,3,scienze giuridiche della sicurezza,NA,scienze dei servizi giuridici,635,1791,https://www.scienzegiuridichedellasicurezza.unifi.it/index.php
2022/2023,04801,1581202,CENTRO,TOSCANA,Firenze,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,794,2684,http://www.ea.unifi.it
2022/2023,04801,1580634,CENTRO,TOSCANA,Firenze,triennale,3,sustainable business for societal challenges.,NA,scienze dell'economia e della gestione aziendale,NA,NA,NA
2022/2023,04801,1581204,CENTRO,TOSCANA,Firenze,triennale,3,scienze umanistiche per la comunicazione,NA,scienze della comunicazione,371,1070,http://www.sc-umacom.unifi.it
2022/2023,04801,1581460,CENTRO,TOSCANA,Firenze,triennale,3,"pianificazione della città, del territorio e del paesaggio",NA,"scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",40,129,http://www.clpctp.unifi.it
2022/2023,04801,1581207,CENTRO,TOSCANA,Firenze,triennale,3,scienze agrarie,NA,scienze e tecnologie agrarie e forestali,76,279,http://www.clscienzeagrarie.unifi.it
2022/2023,04801,1581208,CENTRO,TOSCANA,Firenze,triennale,3,scienze e tecnologie per la gestione degli spazi verdi e del paesaggio,NA,scienze e tecnologie agrarie e forestali,NA,NA,http://www.scienzevivaistiche.unifi.it
2022/2023,04801,1581209,CENTRO,TOSCANA,Firenze,triennale,3,scienze forestali e ambientali,NA,scienze e tecnologie agrarie e forestali,44,179,http://www.forestambiente.unifi.it
2022/2023,04801,1581210,CENTRO,TOSCANA,Firenze,triennale,3,viticoltura ed enologia,NA,scienze e tecnologie agrarie e forestali,81,290,http://www.viticolturaenologia.unifi.it
2022/2023,04801,1581211,CENTRO,TOSCANA,Firenze,triennale,3,tecnologie alimentari,NA,scienze e tecnologie alimentari,108,451,http://www.tecnologiealimentari.unifi.it
2022/2023,04801,1579050,CENTRO,TOSCANA,Firenze,triennale,3,chimica,NA,scienze e tecnologie chimiche,172,537,http://www.chimica.unifi.it
2022/2023,04801,1581213,CENTRO,TOSCANA,Firenze,triennale,3,fisica e astrofisica,NA,scienze e tecnologie fisiche,120,360,http://www.fis-astro.unifi.it
2022/2023,04801,1583380,CENTRO,TOSCANA,Firenze,triennale,3,ottica e optometria,NA,scienze e tecnologie fisiche,25,110,http://www.ottica.unifi.it
2022/2023,04801,1581214,CENTRO,TOSCANA,Firenze,triennale,3,informatica,NA,scienze e tecnologie informatiche,175,550,http://informatica.unifi.it
2022/2023,04801,1581215,CENTRO,TOSCANA,Firenze,triennale,3,scienze naturali,NA,scienze e tecnologie per l'ambiente e la natura,111,297,http://www.scienzenaturali.unifi.it
2022/2023,04801,1581216,CENTRO,TOSCANA,Firenze,triennale,3,economia e commercio,NA,scienze economiche,364,1052,http://www.ec.unifi.it
2022/2023,04801,1581217,CENTRO,TOSCANA,Firenze,triennale,3,scienze geologiche,NA,scienze geologiche,23,94,http://www.geologia.unifi.it
2022/2023,04801,1581218,CENTRO,TOSCANA,Firenze,triennale,3,matematica,NA,scienze matematiche,83,272,http://www.matematica.unifi.it
2022/2023,04801,1581219,CENTRO,TOSCANA,Firenze,triennale,3,scienze politiche,NA,scienze politiche e delle relazioni internazionali,457,1382,http://www.scienzepolitichetriennale.unifi.it
2022/2023,04801,1581220,CENTRO,TOSCANA,Firenze,triennale,3,"sviluppo sostenibile, cooperazione e gestione dei conflitti",NA,"scienze sociali per la cooperazione, lo sviluppo e la pace",NA,NA,http://www.seci-gc.unifi.it
2022/2023,04801,1581221,CENTRO,TOSCANA,Firenze,triennale,3,scienze faunistiche,NA,scienze zootecniche e tecnologie delle produzioni animali,38,139,http://www.lfau.unifi.it
2022/2023,04801,1581222,CENTRO,TOSCANA,Firenze,triennale,3,servizio sociale,NA,servizio sociale,101,350,http://www.serviziosociale.unifi.it
2022/2023,04801,1581223,CENTRO,TOSCANA,Firenze,triennale,3,statistica,NA,statistica,88,229,http://www.statistica.unifi.it
2022/2023,04801,1581224,CENTRO,TOSCANA,Firenze,triennale,3,storia,NA,storia,139,438,http://www.storia.unifi.it
2022/2023,04801,1579051,CENTRO,TOSCANA,Firenze,triennale,3,diagnostica e materiali per la conservazione e il restauro,NA,diagnostica per la conservazione dei beni culturali,35,121,http://www.tecnologie-restauro.unifi.it
2022/2023,04801,1581237,CENTRO,TOSCANA,Firenze,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,502,2792,http://www.giurisprudenzamagistrale.unifi.it
2022/2023,04801,1580215,CENTRO,TOSCANA,Firenze,ciclo_unico,5,giurisprudenza italiana e francese,NA,magistrali in giurisprudenza,NA,NA,http://www.giurisprudenzaitalofrancese.unifi.it
2022/2023,04801,1581238,CENTRO,TOSCANA,Firenze,ciclo_unico,5,giurisprudenza italiana e tedesca,NA,magistrali in giurisprudenza,NA,NA,https://www.giurisprudenzaitalotedesca.unifi.it/
2022/2023,04801,1581239,CENTRO,TOSCANA,Firenze,magistrale,2,archeologia,NA,archeologia,31,79,http://www.archeologia.unifi.it
2022/2023,04801,1583140,CENTRO,TOSCANA,Firenze,magistrale,2,architettura del paesaggio,NA,architettura del paesaggio,41,153,http://www.architetturapaesaggio.unifi.it
2022/2023,04801,1581240,CENTRO,TOSCANA,Firenze,magistrale,2,architettura,NA,architettura e ingegneria edile-architettura,100,327,https://www.architettura.unifi.it/vp-49-lauree-magistrali.html
2022/2023,04801,1581241,CENTRO,TOSCANA,Firenze,magistrale,2,scienze archivistiche e biblioteconomiche,NA,archivistica e biblioteconomia,25,93,http://www.archivibiblioteche.unifi.it
2022/2023,04801,1579052,CENTRO,TOSCANA,Firenze,magistrale,2,biologia dell'ambiente e del comportamento,NA,biologia,NA,NA,http://www.scienze.unifi.it
2022/2023,04801,1579053,CENTRO,TOSCANA,Firenze,magistrale,2,biologia molecolare e applicata,NA,biologia,83,163,http://www.scienze.unifi.it
2022/2023,04801,1581242,CENTRO,TOSCANA,Firenze,magistrale,2,biotecnologie per la gestione ambientale e l'agricoltura sostenibile,NA,biotecnologie agrarie,24,55,http://www.bio-emsa.unifi.it
2022/2023,04801,1579054,CENTRO,TOSCANA,Firenze,magistrale,2,biotecnologie molecolari,NA,biotecnologie industriali,NA,NA,http://www.biotecnologiemolecolari.unifi.it
2022/2023,04801,1581243,CENTRO,TOSCANA,Firenze,magistrale,2,biotecnologie mediche e farmaceutiche,NA,"biotecnologie mediche, veterinarie e farmaceutiche",71,153,http://www.biotecnologiemedicheefarmaceutiche.unifi.it
2022/2023,04801,1581244,CENTRO,TOSCANA,Firenze,magistrale,2,scienze e materiali per la conservazione e il restauro,NA,scienze per la conservazione dei beni culturali,14,49,http://www.scienze-restauro.unifi.it
2022/2023,04801,1583141,CENTRO,TOSCANA,Firenze,magistrale,2,design,NA,design,102,249,http://www.designmagistrale.unifi.it
2022/2023,04801,1581245,CENTRO,TOSCANA,Firenze,magistrale,2,design sistema moda,NA,design,30,95,https://www.fashionsystemdesign.unifi.it/index.php
2022/2023,04801,1581249,CENTRO,TOSCANA,Firenze,magistrale,2,filologia moderna,NA,filologia moderna,76,214,http://www.filologiamoderna.unifi.it
2022/2023,04801,1579568,CENTRO,TOSCANA,Firenze,magistrale,2,"filologia, letteratura e storia dell'antichità",NA,"filologia, letterature e storia dell'antichità",NA,NA,http://www.clmfls.unifi.it
2022/2023,04801,1581250,CENTRO,TOSCANA,Firenze,magistrale,2,finance and risk management - finanza e gestione del rischio,NA,finanza,49,112,http://www.frm.unifi.it
2022/2023,04801,1581251,CENTRO,TOSCANA,Firenze,magistrale,2,scienze fisiche e astrofisiche,NA,fisica,48,131,http://www.fis-astro-lm.unifi.it
2022/2023,04801,1581252,CENTRO,TOSCANA,Firenze,magistrale,2,informatica,NA,informatica,33,83,http://www.informaticamagistrale.unifi.it
2022/2023,04801,1581253,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria biomedica,NA,ingegneria biomedica,16,53,http://www.ing-bim.unifi.it
2022/2023,04801,1581254,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria civile,NA,ingegneria civile,48,171,http://www.ing-cim.unifi.it
2022/2023,04801,1581255,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria edile,NA,ingegneria dei sistemi edilizi,19,123,http://www.ing-edm.unifi.it
2022/2023,04801,1581256,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria elettrica e dell'automazione,NA,ingegneria dell'automazione,16,57,http://www.ing-eam.unifi.it
2022/2023,04801,1581257,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria dei sistemi elettronici,NA,ingegneria elettronica,NA,NA,http://www.ing-elm.unifi.it
2022/2023,04801,1581258,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria energetica,NA,ingegneria energetica e nucleare,33,94,http://www.ing-enm.unifi.it
2022/2023,04801,1581259,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria gestionale,NA,ingegneria gestionale,NA,NA,http://www.ing-mme.unifi.it
2022/2023,04801,1581261,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria informatica,NA,ingegneria informatica,45,132,http://www.ing-inm.unifi.it
2022/2023,04801,1581260,CENTRO,TOSCANA,Firenze,magistrale,2,intelligenza artificiale,NA,ingegneria informatica,NA,NA,NA
2022/2023,04801,1581262,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria meccanica,NA,ingegneria meccanica,98,266,http://www.ing-mem.unifi.it
2022/2023,04801,1579574,CENTRO,TOSCANA,Firenze,magistrale,2,mechanical engineering for sustainability,NA,ingegneria meccanica,NA,NA,NA
2022/2023,04801,1581263,CENTRO,TOSCANA,Firenze,magistrale,2,geoingegneria,NA,ingegneria per l'ambiente e il territorio,NA,NA,https://www.ing-gem.unifi.it/
2022/2023,04801,1581264,CENTRO,TOSCANA,Firenze,magistrale,2,ingegneria per la tutela dell'ambiente e del territorio,NA,ingegneria per l'ambiente e il territorio,24,71,http://www.ing-atm.unifi.it
2022/2023,04801,1581265,CENTRO,TOSCANA,Firenze,magistrale,2,lingue e civiltà dell'oriente antico e moderno,NA,lingue e letterature dell'africa e dell'asia,NA,NA,http://www.orientelingueeculture.unifi.it
2022/2023,04801,1581266,CENTRO,TOSCANA,Firenze,magistrale,2,lingue e letterature europee e americane,NA,lingue e letterature moderne europee e americane,110,296,http://www.clm-llea.unifi.it
2022/2023,04801,1581267,CENTRO,TOSCANA,Firenze,magistrale,2,matematica,NA,matematica,17,86,http://www.matematicalm.unifi.it
2022/2023,04801,1581485,CENTRO,TOSCANA,Firenze,magistrale,2,pianificazione e progettazione della città e del territorio,NA,pianificazione territoriale urbanistica e ambientale,NA,NA,http://www.clppct.unifi.it
2022/2023,04801,1581270,CENTRO,TOSCANA,Firenze,magistrale,2,design of sustainable tourism systems - progettazione dei sistemi turistici,NA,progettazione e gestione dei sistemi turistici,102,219,http://www.dsts.unifi.it
2022/2023,04801,1581271,CENTRO,TOSCANA,Firenze,magistrale,2,dirigenza scolastica e pedagogia clinica,NA,programmazione e gestione dei servizi educativi,102,330,http://www.dirigenzaservizi.unifi.it
2022/2023,04801,1581274,CENTRO,TOSCANA,Firenze,magistrale,2,relazioni internazionali e studi europei,NA,relazioni internazionali,67,210,http://www.rise.unifi.it
2022/2023,04801,1581275,CENTRO,TOSCANA,Firenze,magistrale,2,scienze molecolari avanzate,NA,scienze chimiche,NA,NA,http://www.master-ams.unifi.it
2022/2023,04801,1581276,CENTRO,TOSCANA,Firenze,magistrale,2,scienze chimiche,NA,scienze chimiche,49,117,http://www.chimicamagistrale.unifi.it
2022/2023,04801,1581278,CENTRO,TOSCANA,Firenze,magistrale,2,economics and development- economia politica e sviluppo economico,NA,scienze dell'economia,57,149,http://www.economicsanddevelopment.unifi.it
2022/2023,04801,1581277,CENTRO,TOSCANA,Firenze,magistrale,2,scienze dell'economia,NA,scienze dell'economia,69,152,http://www.scienze-economia.unifi.it
2022/2023,04801,1581279,CENTRO,TOSCANA,Firenze,magistrale,2,"scienze dell'educazione degli adulti, della formazione continua e scienze pedagogiche",NA,scienze dell'educazione degli adulti e della formazione continua,57,107,http://www.educadulti-scpedag.unifi.it
2022/2023,04801,1581280,CENTRO,TOSCANA,Firenze,magistrale,2,strategie della comunicazione pubblica e politica,NA,"scienze della comunicazione pubblica, d'impresa e pubblicità",51,135,http://www.strategiecomunicazionepubblica.unifi.it
2022/2023,04801,1581281,CENTRO,TOSCANA,Firenze,magistrale,2,scienze della natura e dell'uomo,NA,scienze della natura,12,32,http://www.scienzenaturalimagistrale.unifi.it
2022/2023,04801,1581282,CENTRO,TOSCANA,Firenze,magistrale,2,scienze dell'alimentazione,NA,scienze della nutrizione umana,238,529,http://www.sc-aliment.unifi.it
2022/2023,04801,1581283,CENTRO,TOSCANA,Firenze,magistrale,2,"politica, istituzioni e mercato",NA,scienze della politica,51,112,http://www.pim.unifi.it
2022/2023,04801,1581284,CENTRO,TOSCANA,Firenze,magistrale,2,intermediazione culturale e religiosa,NA,scienze delle religioni,NA,NA,NA
2022/2023,04801,1581285,CENTRO,TOSCANA,Firenze,magistrale,2,scienze dello spettacolo,NA,scienze dello spettacolo e produzione multimediale,45,106,http://www.scienzespettacolo.unifi.it
2022/2023,04801,1581286,CENTRO,TOSCANA,Firenze,magistrale,2,scienze e tecniche dello sport e delle attività motorie preventive e adattate,NA,scienze e tecniche delle attività motorie preventive e adattate,NA,NA,http://www.lmscitecsport.unifi.it
2022/2023,04801,1581288,CENTRO,TOSCANA,Firenze,magistrale,2,natural resources management for tropical rural development,NA,scienze e tecnologie agrarie,NA,NA,http://www.tropicalruraldevelopment.unifi.it
2022/2023,04801,1581287,CENTRO,TOSCANA,Firenze,magistrale,2,scienze e tecnologie agrarie,NA,scienze e tecnologie agrarie,50,127,http://www.scienzeetecnologieagrarie.unifi.it
2022/2023,04801,1581289,CENTRO,TOSCANA,Firenze,magistrale,2,scienze e tecnologie alimentari,NA,scienze e tecnologie alimentari,34,83,http://www.scienzeetecnologiealimentari.unifi.it
2022/2023,04801,1581290,CENTRO,TOSCANA,Firenze,magistrale,2,scienze e tecnologie dei sistemi forestali,NA,scienze e tecnologie forestali ed ambientali,36,75,http://www.forestambiente-magistrale.unifi.it
2022/2023,04801,1581291,CENTRO,TOSCANA,Firenze,magistrale,2,scienze e tecnologie geologiche,NA,scienze e tecnologie geologiche,23,101,http://www.geologiamagistrale.unifi.it
2022/2023,04801,1580485,CENTRO,TOSCANA,Firenze,magistrale,2,"accounting, auditing e controllo",NA,scienze economico-aziendali,NA,NA,https://www.aac.unifi.it/
2022/2023,04801,1581292,CENTRO,TOSCANA,Firenze,magistrale,2,governo e direzione d'impresa,NA,scienze economico-aziendali,127,264,http://www.governo-impresa.unifi.it
2022/2023,04801,1581293,CENTRO,TOSCANA,Firenze,magistrale,2,"logica, filosofia e storia della scienza",NA,scienze filosofiche,19,64,http://www.lmlogica.unifi.it
2022/2023,04801,1579569,CENTRO,TOSCANA,Firenze,magistrale,2,scienze filosofiche,NA,scienze filosofiche,32,114,http://www.lmscienzefilosofiche.unifi.it
2022/2023,04801,1581294,CENTRO,TOSCANA,Firenze,magistrale,2,"geography, spatial management, heritage for international cooperation",NA,scienze geografiche,NA,NA,https://www.st-umaform.unifi.it/
2022/2023,04801,1581295,CENTRO,TOSCANA,Firenze,magistrale,2,statistica e data science,NA,scienze statistiche,NA,NA,https://www.sds.unifi.it/
2022/2023,04801,1581296,CENTRO,TOSCANA,Firenze,magistrale,2,scienze storiche,NA,scienze storiche,45,150,http://www.scienzestoriche.unifi.it
2022/2023,04801,1581297,CENTRO,TOSCANA,Firenze,magistrale,2,scienze e gestione delle risorse faunistico-ambientali,NA,scienze zootecniche e tecnologie  animali,13,30,http://www.magistralefaunistica.unifi.it
2022/2023,04801,1581298,CENTRO,TOSCANA,Firenze,magistrale,2,disegno e gestione degli interventi sociali,NA,servizio sociale e politiche sociali,32,119,http://www.dgis.unifi.it
2022/2023,04801,1581299,CENTRO,TOSCANA,Firenze,magistrale,2,sociologia e sfide globali,NA,sociologia e ricerca sociale,NA,NA,http://www.sosglo.unifi.it
2022/2023,04801,1581300,CENTRO,TOSCANA,Firenze,magistrale,2,storia dell'arte,NA,storia dell'arte,69,261,http://www.storarte.unifi.it
2022/2023,04801,1580750,CENTRO,TOSCANA,Firenze,magistrale,2,"pratiche, linguaggi e culture della comunicazione",NA,teorie della comunicazione,NA,NA,http://www.teoriecomunicazione.unifi.it
2022/2023,07101,1578990,SUD,PUGLIA,Foggia,triennale,3,patrimonio e turismo culturale,NA,beni culturali,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/patrimonio-e-turismo-culturale
2022/2023,07101,1578991,SUD,PUGLIA,Foggia,triennale,3,ingegneria gestionale,NA,ingegneria industriale,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/ingegneria-gestionale
2022/2023,07101,1578992,SUD,PUGLIA,Foggia,triennale,3,lettere,NA,lettere,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/lettere%09
2022/2023,07101,1578993,SUD,PUGLIA,Foggia,triennale,3,lingue e culture straniere,NA,lingue e culture moderne,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/lingue-e-culture-straniere
2022/2023,07101,1579401,SUD,PUGLIA,Foggia,triennale,3,scienze biologiche,NA,scienze biologiche,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico
2022/2023,07101,1579780,SUD,PUGLIA,Foggia,triennale,3,consulente del lavoro ed esperto di relazioni industriali,NA,scienze dei servizi giuridici,58,255,https://www.giurisprudenza.unifg.it/it/corso-di-laurea-triennale-consulente-del-lavoro-ed-esperto-di-relazioni-industriali-l-14-aa
2022/2023,07101,1578994,SUD,PUGLIA,Foggia,triennale,3,scienze investigative,NA,scienze dei servizi giuridici,242,849,https://www.giurisprudenza.unifg.it/it/corso-di-laurea-triennale-scienze-investigative-l-14-202223-0
2022/2023,07101,1578995,SUD,PUGLIA,Foggia,triennale,3,scienze dell'amministrazione e dell'organizzazione,NA,scienze dell'amministrazione e dell'organizzazione,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/scienze-dellamministrazione-e-dellorganizzazione
2022/2023,07101,1578996,SUD,PUGLIA,Foggia,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,289,1007,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/economia-aziendale
2022/2023,07101,1578997,SUD,PUGLIA,Foggia,triennale,3,gestione aziendale,NA,scienze dell'economia e della gestione aziendale,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/gestione-aziendale%20
2022/2023,07101,1578998,SUD,PUGLIA,Foggia,triennale,3,scienze dell'educazione e della formazione,NA,scienze dell'educazione e della formazione,423,1347,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/scienze-delleducazione-e-della-formazione
2022/2023,07101,1578999,SUD,PUGLIA,Foggia,triennale,3,"comunicazione, relazioni pubbliche e tecnologie digitali",NA,scienze della comunicazione,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/comunicazione-relazioni-pubbliche-e-tecnologie-digitali
2022/2023,07101,1579781,SUD,PUGLIA,Foggia,triennale,3,scienze delle attività motorie e sportive,NA,scienze delle attività motorie e sportive,174,512,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/scienze-delle-attivita-motorie-e-sportive
2022/2023,07101,1579782,SUD,PUGLIA,Foggia,triennale,3,scienze e tecniche psicologiche,NA,scienze e tecniche psicologiche,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/scienze-e-tecniche-psicologiche
2022/2023,07101,1579000,SUD,PUGLIA,Foggia,triennale,3,scienze e tecnologie agrarie,NA,scienze e tecnologie agrarie e forestali,88,280,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/scienze-e-tecnologie-agrarie
2022/2023,07101,1579002,SUD,PUGLIA,Foggia,triennale,3,scienze e tecnologie alimentari,NA,scienze e tecnologie alimentari,77,324,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/scienze-e-tecnologie-alimentari
2022/2023,07101,1579001,SUD,PUGLIA,Foggia,triennale,3,scienze gastronomiche,NA,scienze e tecnologie alimentari,50,135,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/scienze-gastronomiche
2022/2023,07101,1579003,SUD,PUGLIA,Foggia,triennale,3,economia,NA,scienze economiche,151,514,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/economia
2022/2023,07101,1579004,SUD,PUGLIA,Foggia,triennale,3,economia e management,NA,scienze economiche,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-triennali-e-ciclo-unico/economia-e-management
2022/2023,07101,1579007,SUD,PUGLIA,Foggia,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,123,768,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/giurisprudenza
2022/2023,07101,1579400,SUD,PUGLIA,Foggia,magistrale,2,clinical and experimental biology,NA,biologia,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali
2022/2023,07101,1579008,SUD,PUGLIA,Foggia,magistrale,2,"scienze biotecnologiche, degli alimenti e della nutrizione umana",NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/scienze-biotecnologiche-degli-alimenti-e-della-nutrizione-umana
2022/2023,07101,1579009,SUD,PUGLIA,Foggia,magistrale,2,"filologia, letterature e storia",NA,filologia moderna,42,117,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/filologia-letterature-e-storia%09
2022/2023,07101,1579012,SUD,PUGLIA,Foggia,magistrale,2,scienze pedagogiche e della progettazione educativa,NA,programmazione e gestione dei servizi educativi,32,0,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/scienze-pedagogiche-e-della-progettazione-educativa
2022/2023,07101,1579013,SUD,PUGLIA,Foggia,magistrale,2,"banca, finanza e mercati",NA,scienze dell'economia,NA,46,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/banca-finanza-e-mercati
2022/2023,07101,1580881,SUD,PUGLIA,Foggia,magistrale,2,scienze e tecniche delle attività motorie preventive e adattate,NA,scienze e tecniche delle attività motorie preventive e adattate,100,183,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/scienze-e-tecniche-delle-attivita-motorie-preventive-e-adattate
2022/2023,07101,1579014,SUD,PUGLIA,Foggia,magistrale,2,scienze e tecnologie agrarie,NA,scienze e tecnologie agrarie,38,76,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/scienze-e-tecnologie-agrarie
2022/2023,07101,1579015,SUD,PUGLIA,Foggia,magistrale,2,scienze e tecnologie alimentari,NA,scienze e tecnologie alimentari,25,61,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/scienze-e-tecnologie-alimentari
2022/2023,07101,1579016,SUD,PUGLIA,Foggia,magistrale,2,economia aziendale,NA,scienze economico-aziendali,70,195,https://unifg.coursecatalogue.cineca.it/corsi/2022/10017
2022/2023,07101,1579017,SUD,PUGLIA,Foggia,magistrale,2,imprenditorialità e management internazionale,NA,scienze economico-aziendali,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/imprenditorialita-e-management-internazionale
2022/2023,07101,1579018,SUD,PUGLIA,Foggia,magistrale,2,innovazione digitale e comunicazione,NA,tecniche e metodi per la società dell'informazione,NA,NA,https://www.unifg.it/it/studiare/corsi-di-laurea/lauree-magistrali/innovazione-digitale-e-comunicazione
