anno_acc,id_ateneo,id_laurea,zona,regione,ateneo,tipologia,durata,laurea,codice_classe,nome_classe,isc_1anno,isc_totali,url_corso
2022/2023,07601,1578284,SUD,BASILICATA,Basilicata,magistrale,2,ingegneria civile,NA,ingegneria civile,17,92,http://ingegneria.unibas.it/site/home/didattica/offerta-didattica/articolo722.html
2022/2023,07601,1578285,SUD,BASILICATA,Basilicata,magistrale,2,ingegneria informatica e delle tecnologie dell'informazione,NA,ingegneria informatica,NA,NA,http://ingegneria.unibas.it/site/home/didattica/offerta-didattica/articolo738.html
2022/2023,07601,1578286,SUD,BASILICATA,Basilicata,magistrale,2,ingegneria meccanica,NA,ingegneria meccanica,27,69,http://ingegneria.unibas.it/site/home/didattica/offerta-didattica/articolo732.html
2022/2023,07601,1578287,SUD,BASILICATA,Basilicata,magistrale,2,ingegneria per l'ambiente e il territorio,NA,ingegneria per l'ambiente e il territorio,13,57,http://ingegneria.unibas.it/site/home/didattica/offerta-didattica/articolo716.html
2022/2023,07601,1578296,SUD,BASILICATA,Basilicata,magistrale,2,matematica,NA,matematica,NA,NA,http://matematica.unibas.it
2022/2023,07601,1578278,SUD,BASILICATA,Basilicata,magistrale,2,scienze chimiche,NA,scienze chimiche,NA,NA,http://scienze.unibas.it/site/home/didattica/offerta-didattica.html
2022/2023,07601,1578297,SUD,BASILICATA,Basilicata,magistrale,2,economia e management,NA,scienze dell'economia,65,157,http://economia-usb.unibas.it
2022/2023,07601,1578882,SUD,BASILICATA,Basilicata,magistrale,2,scienze e tecnologie agrarie,NA,scienze e tecnologie agrarie,14,41,http://agraria.unibas.it/site/home/didattica/offerta-didattica/-lm-scienze-e-tecnologie-agrarie---0422.html
2022/2023,07601,1578883,SUD,BASILICATA,Basilicata,magistrale,2,scienze e tecnologie alimentari,NA,scienze e tecnologie alimentari,10,34,https://agraria.unibas.it/site/home/didattica/offerta-didattica/-lm-scienze-e-tecnologie-alimentari---0424.html
2022/2023,07601,1578884,SUD,BASILICATA,Basilicata,magistrale,2,scienze forestali e ambientali,NA,scienze e tecnologie forestali ed ambientali,6,29,http://agraria.unibas.it/site/home/didattica/offerta-didattica/-lm-scienze-forestali-e-ambientali---0423/articolo5000369.html
2022/2023,07601,1578279,SUD,BASILICATA,Basilicata,magistrale,2,"geologia, ambiente e rischi",NA,scienze e tecnologie geologiche,NA,NA,http://scienze.unibas.it/site/home/didattica/offerta-didattica.html
2022/2023,07601,1578985,SUD,BASILICATA,Basilicata,magistrale,2,storia e civiltà europee,NA,scienze storiche,NA,NA,http://disu.unibas.it/site/home/sedi/articolo2003632.html
2022/2023,01601,1579444,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,filosofia,NA,filosofia,78,226,https://lt-fil.unibg.it/it
2022/2023,01601,1579445,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,ingegneria informatica,NA,ingegneria dell'informazione,166,475,https://lt-ii.unibg.it/it
2022/2023,01601,1583046,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,ingegneria gestionale,NA,ingegneria industriale,238,692,https://lt-ig.unibg.it/it
2022/2023,01601,1583045,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,ingegneria delle tecnologie per la salute,NA,ingegneria industriale,164,483,https://lt-its.unibg.it/it
2022/2023,01601,1583047,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,ingegneria meccanica,NA,ingegneria industriale,266,766,https://lt-im.unibg.it/it
2022/2023,01601,1583048,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,lettere,NA,lettere,164,593,https://lt-let.unibg.it/it
2022/2023,01601,1578036,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,lingue e letterature straniere moderne,NA,lingue e culture moderne,581,2182,https://lt-llsm.unibg.it/it
2022/2023,01601,1583049,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,diritto per l'impresa nazionale e internazionale,NA,scienze dei servizi giuridici,110,292,https://lt-dini.unibg.it/it
2022/2023,01601,1583050,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,economia aziendale,NA,scienze dell'economia e della gestione aziendale,970,2700,https://lt-ea.unibg.it/
2022/2023,01601,1583053,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,ingegneria delle tecnologie per l'edilizia,NA,scienze e tecniche dell'edilizia,NA,NA,https://lt-ie.unibg.it/it
2022/2023,01601,1583055,NORD-OVEST,LOMBARDIA,Bergamo,triennale,3,economia,NA,scienze economiche,230,699,https://lt-eco.unibg.it/it
2022/2023,01601,1583057,NORD-OVEST,LOMBARDIA,Bergamo,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,208,1062,https://lm-giu.unibg.it/it
2022/2023,01601,1583058,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,culture moderne comparate,NA,filologia moderna,80,216,https://ls-cmc.unibg.it/it
2022/2023,01601,1583059,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,economics and finance,NA,finanza,NA,NA,https://ls-ef.unibg.it/en
2022/2023,01601,1583060,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,"comunicazione, informazione, editoria",NA,informazione e sistemi editoriali,85,161,https://ls-cie.unibg.it/it
2022/2023,01601,1583061,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,ingegneria delle costruzioni edili,NA,ingegneria dei sistemi edilizi,28,67,https://ls-ie.unibg.it/it
2022/2023,01601,1583063,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,engineering and management for health,NA,ingegneria gestionale,28,55,https://ls-emh.unibg.it/en
2022/2023,01601,1583062,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,ingegneria gestionale,NA,ingegneria gestionale,146,305,https://ls-ig.unibg.it/it
2022/2023,01601,1583064,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,management engineering,NA,ingegneria gestionale,NA,NA,https://ls-ig.unibg.it/en
2022/2023,01601,1583065,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,ingegneria informatica,NA,ingegneria informatica,39,105,https://ls-ii.unibg.it/it
2022/2023,01601,1583067,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,ingegneria meccanica,NA,ingegneria meccanica,91,238,https://ls-im.unibg.it/it
2022/2023,01601,1583066,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,meccatronica e smart technology engineering,NA,ingegneria meccanica,NA,NA,https://ls-mec.unibg.it/en
2022/2023,01601,1578037,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,intercultural studies in languages and literatures,NA,lingue e letterature moderne europee e americane,NA,NA,https://ls-islli.unibg.it/it
2022/2023,01601,1578038,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,lingue moderne per la comunicazione e la cooperazione internazionale,NA,lingue moderne per la comunicazione e la cooperazione internazionale,147,344,https://ls-lmcci.unibg.it/it
2022/2023,01601,1583360,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,"geourbanistica. analisi e pianificazione territoriale, urbana, ambientale e valorizzazione del paesaggio",NA,pianificazione territoriale urbanistica e ambientale,NA,NA,https://ls-geou.unibg.it/it
2022/2023,01601,1578039,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,planning and management of tourism systems,NA,progettazione e gestione dei sistemi turistici,76,159,https://ls-pmts.unibg.it/en
2022/2023,01601,1583069,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,economics and data analysis,NA,scienze dell'economia,NA,NA,https://ls-eda.unibg.it/en
2022/2023,01601,1583070,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,"economia aziendale, direzione amministrativa e professione",NA,scienze economico-aziendali,168,427,https://ls-eadap.unibg.it/it
2022/2023,01601,1583072,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,"management, innovazione e finanza",NA,scienze economico-aziendali,NA,NA,https://ls-mif.unibg.it/it
2022/2023,01601,1583071,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,"management, marketing and finance",NA,scienze economico-aziendali,NA,NA,https://ls-mmf.unibg.it/en
2022/2023,01601,1583073,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,filosofia e storia delle scienze naturali e umane,NA,scienze filosofiche,NA,NA,https://ls-fil.unibg.it/it
2022/2023,01601,1583074,NORD-OVEST,LOMBARDIA,Bergamo,magistrale,2,"diritti umani, migrazioni e cooperazione internazionale",NA,scienze per la cooperazione allo sviluppo,NA,NA,https://ls-dumci.unibg.it/it
2022/2023,03701,1578653,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,beni culturali,NA,beni culturali,184,595,http://corsi.unibo.it/Laurea/BeniCulturali
2022/2023,03701,1579848,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,filosofia,NA,filosofia,401,1106,http://corsi.unibo.it/Laurea/Filosofia
2022/2023,03701,1579862,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,lettere,NA,lettere,611,2231,http://corsi.unibo.it/lettere
2022/2023,03701,1579867,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,consulente del lavoro e delle relazioni aziendali,NA,scienze dei servizi giuridici,241,783,http://corsi.unibo.it/Laurea/ConsulenteLavoroRelazioniAziendali
2022/2023,03701,1579868,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,giurista per le imprese e per la pubblica amministrazione,NA,scienze dei servizi giuridici,116,318,http://corsi.unibo.it/Laurea/GiuristaImpresa
2022/2023,03701,1578934,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,economia e marketing nel sistema agro-industriale,NA,scienze e tecnologie agrarie e forestali,59,220,http://corsi.unibo.it/Laurea/EconomiaMarketingAgroIndustriale
2022/2023,03701,1579875,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,scienze e tecnologie per il verde e il paesaggio,NA,scienze e tecnologie agrarie e forestali,NA,NA,http://corsi.unibo.it/verdepaesaggio
2022/2023,03701,1579876,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,tecnologie agrarie,NA,scienze e tecnologie agrarie e forestali,114,425,http://corsi.unibo.it/Laurea/TecnologieAgrarie
2022/2023,03701,1579877,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,tecnologie per il territorio e l'ambiente agro-forestale,NA,scienze e tecnologie agrarie e forestali,NA,NA,https://corsi.unibo.it/laurea/ScienzeTerritorioAmbiente
2022/2023,03701,1579889,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,scienze ambientali,NA,scienze e tecnologie per l'ambiente e la natura,78,202,http://corsi.unibo.it/Laurea/ScienzeAmbientali
2022/2023,03701,1579892,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,scienze geologiche,NA,scienze geologiche,56,145,http://corsi.unibo.it/Laurea/ScienzeGeologiche
2022/2023,03701,1579895,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,acquacoltura e igiene delle produzioni ittiche,NA,scienze zootecniche e tecnologie delle produzioni animali,45,159,http://corsi.unibo.it/Laurea/acquacoltura
2022/2023,03701,1579896,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,produzioni animali,NA,scienze zootecniche e tecnologie delle produzioni animali,63,193,http://corsi.unibo.it/Laurea/ProduzioniAnimali
2022/2023,03701,1579902,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,"antropologia, religioni, civiltà orientali",NA,storia,NA,NA,http://corsi.unibo.it/scienzeantropologiche
2022/2023,03701,1579901,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,storia,NA,storia,342,997,http://corsi.unibo.it/storia
2022/2023,03701,1579900,NORD-EST,EMILIA ROMAGNA,Bologna,triennale,3,"società e culture del mediterraneo: istituzioni, sicurezza, ambiente",NA,storia,NA,NA,https://corsi.unibo.it/laurea/CultureMediterraneo
2022/2023,03701,1579917,NORD-EST,EMILIA ROMAGNA,Bologna,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,1026,5925,http://corsi.unibo.it/MagistraleCU/Giurisprudenza-Bologna
2022/2023,03701,1578951,NORD-EST,EMILIA ROMAGNA,Bologna,ciclo_unico,5,giurisprudenza,NA,magistrali in giurisprudenza,1026,5925,http://corsi.unibo.it/MagistraleCU/Giurisprudenza-Ravenna
2022/2023,03701,1579918,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,antropologia culturale ed etnologia,NA,antropologia culturale ed etnologia,94,312,http://corsi.unibo.it/antropologiaculturale-etnologia
2022/2023,03701,1579920,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,archeologia e culture del mondo antico,NA,archeologia,84,203,http://corsi.unibo.it/Magistrale/archeologia
2022/2023,03701,1579919,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,"beni archeologici, artistici e del paesaggio: storia, tutela e valorizzazione",NA,archeologia,16,65,http://corsi.unibo.it/Magistrale/BeniArcheologiciArtisticiPaesaggio
2022/2023,03701,1579923,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,scienze del libro e del documento,NA,archivistica e biblioteconomia,43,81,http://corsi.unibo.it/Magistrale/ScienzeLibro
2022/2023,03701,1579924,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,biodiversità ed evoluzione,NA,biologia,NA,NA,https://corsi.unibo.it/magistrale/evoluzione
2022/2023,03701,1579927,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,bioinformatics,NA,biologia,29,60,http://corsi.unibo.it/2Cycle/Bioinformatics
2022/2023,03701,1579928,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,biologia marina,NA,biologia,32,68,http://corsi.unibo.it/Magistrale/BiologiaMarina
2022/2023,03701,1579926,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,biologia della salute,NA,biologia,72,130,https://www.unibo.it/it/didattica/corsi-di-studio?fulltext=biologia+della+salute
2022/2023,03701,1579925,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,molecular and cell biology,NA,biologia,NA,NA,https://corsi.unibo.it/2cycle/MolecularCellBiology
2022/2023,03701,1579929,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,biotecnologie molecolari e industriali,NA,biotecnologie industriali,31,71,http://corsi.unibo.it/biotecnologiemolecolarieindustriali
2022/2023,03701,1579932,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,biotecnologie animali,NA,"biotecnologie mediche, veterinarie e farmaceutiche",24,55,http://corsi.unibo.it/biotecnologieanimali
2022/2023,03701,1579931,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,medical biotechnology,NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,https://corsi.unibo.it/2cycle/MedicalBiotechnology
2022/2023,03701,1579930,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,pharmaceutical biotechnology,NA,"biotecnologie mediche, veterinarie e farmaceutiche",NA,NA,https://corsi.unibo.it/2cycle/PharmaceuticalBiotechnology
2022/2023,03701,1579933,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,science for the conservation-restoration of cultural heritage,NA,scienze per la conservazione dei beni culturali,22,48,http://corsi.unibo.it/scienceforconservation
2022/2023,03701,1579934,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,advanced design,NA,design,94,152,http://corsi.unibo.it/Magistrale/AdvancedDesign/Pagine/default.aspx
2022/2023,03701,1579938,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,"italianistica, culture letterarie europee, scienze linguistiche",NA,filologia moderna,375,973,http://corsi.unibo.it/Magistrale/ItalianisticaCultureLetterarieLinguistica
2022/2023,03701,1579939,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,"filologia, letteratura e tradizione classica",NA,"filologia, letterature e storia dell'antichità",88,212,http://corsi.unibo.it/Magistrale/FilologiaClassica
2022/2023,03701,1576825,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,greening energy market and finance,NA,finanza,NA,NA,https://corsi.unibo.it/2cycle/GreeningEnergyMarketFinance
2022/2023,03701,1579941,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,quantitative finance,NA,finanza,61,143,http://corsi.unibo.it/Qfinance
2022/2023,03701,1579942,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,advanced methods in particle physics,NA,fisica,NA,NA,https://corsi.unibo.it/2cycle/ParticlePhysics
2022/2023,03701,1579944,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,fisica del sistema terra,NA,fisica,24,79,http://corsi.unibo.it/Magistrale/FisicaSistemaTerra
2022/2023,03701,1579943,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,physics,NA,fisica,133,245,https://corsi.unibo.it/2cycle/Physics
2022/2023,03701,1577147,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,science of climate,NA,fisica,NA,NA,https://corsi.unibo.it/2cycle/ClimateScience
2022/2023,03701,1579945,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,artificial intelligence,NA,informatica,NA,NA,https://corsi.unibo.it/2cycle/artificial-intelligence
2022/2023,03701,1578939,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,informatica,NA,informatica,55,141,http://corsi.unibo.it/informatica-magistrale
2022/2023,03701,1579946,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria e scienze informatiche,NA,informatica,7,0,http://corsi.unibo.it/Magistrale/IngegneriaScienzeInformatiche
2022/2023,03701,1579947,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,"informazione, culture e organizzazione dei media",NA,informazione e sistemi editoriali,NA,NA,https://corsi.unibo.it/magistrale/InformazioneCultureOrganizzazioneMedia
2022/2023,03701,1579949,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,biomedical engineering,NA,ingegneria biomedica,NA,NA,https://corsi.unibo.it/2cycle/BiomedicalEngineering/index.html
2022/2023,03701,1579951,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria chimica e di processo,NA,ingegneria chimica,110,260,http://corsi.unibo.it/Magistrale/IngegneriaChimicaProcesso
2022/2023,03701,1579950,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,offshore engineering,NA,ingegneria chimica,NA,NA,http://corsi.unibo.it/2Cycle/OffshoreEngineering
2022/2023,03701,1579952,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,civil engineering,NA,ingegneria civile,61,156,http://corsi.unibo.it/civil-engineering
2022/2023,03701,1579953,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria civile,NA,ingegneria civile,101,293,http://corsi.unibo.it/civileLM
2022/2023,03701,1579954,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria dei processi e dei sistemi edilizi,NA,ingegneria dei sistemi edilizi,52,123,http://corsi.unibo.it/Magistrale/IngegneriaSistemiProcessiEdilizi
2022/2023,03701,1579955,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,automation engineering,NA,ingegneria dell'automazione,NA,NA,http://corsi.unibo.it/2Cycle/AutomationEngineering
2022/2023,03701,1579956,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,telecommunications engineering,NA,ingegneria delle telecomunicazioni,52,99,http://corsi.unibo.it/2Cycle/TelecommunicationsEngineering
2022/2023,03701,1579958,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria dell'energia elettrica,NA,ingegneria elettrica,61,175,http://corsi.unibo.it/elettricamagistrale
2022/2023,03701,1579959,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria elettronica e telecomunicazioni per l'energia,NA,ingegneria elettronica,22,40,http://corsi.unibo.it/magistrale/IngegneriaElettronicaTelecomunicazioniEnergia
2022/2023,03701,1579961,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria elettronica,NA,ingegneria elettronica,59,147,http://corsi.unibo.it/elettronicaLM
2022/2023,03701,1579962,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria energetica,NA,ingegneria energetica e nucleare,82,219,http://corsi.unibo.it/Magistrale/IngegneriaEnergetica
2022/2023,03701,1579963,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria gestionale,NA,ingegneria gestionale,240,504,http://corsi.unibo.it/Magistrale/IngegneriaGestionale
2022/2023,03701,1579964,NORD-EST,EMILIA ROMAGNA,Bologna,magistrale,2,ingegneria informatica,NA,ingegneria informatica,80,240,http://corsi.unibo.it/ingegneriainformaticaM
